# SOURCE: Derived from wind_turbines-research.csv and daily_weather_openfield-research.csv
# DATE: 2026-02-25
# DESCRIPTION: Daily wind energy output per turbine for small/medium/large distributed-scale turbines
# UNITS: date=YYYY-MM-DD, small_turbine_kwh, medium_turbine_kwh, large_turbine_kwh=kWh/turbine/day
# LOGIC: Wind speed extrapolated from 10m to hub height using power law (alpha=0.14). Power curve: P = P_rated * (v^3 - v_cin^3) / (v_rated^3 - v_cin^3) for v_cin <= v <= v_rated; P_rated for v_rated < v <= v_cout; 0 otherwise. Expected power computed by numerical integration of power curve over Rayleigh distribution of sub-daily wind speeds (corrects Jensen's inequality bias from using daily mean directly). System losses (availability, electrical, dust/soiling, mechanical) applied as per-turbine derating.
# DEPENDENCIES: data/energy/wind_turbines-research.csv, data/weather/daily_weather_openfield-research.csv
# ASSUMPTIONS: (1) Power-law wind shear exponent 0.14 for open coastal terrain. (2) Sub-daily wind speed variability modeled via Rayleigh distribution (sigma = v_mean * sqrt(2/pi)). (3) No air density correction for altitude/temperature.
# TURBINES: small=bergey_excel_10 (10kW, hub 30m, rotor 7.0m, losses 12%); medium=eocycle_eo25 (25kW, hub 30m, rotor 12.6m, losses 10%); large=endurance_e3120 (50kW, hub 37m, rotor 19.2m, losses 10%)
date,small_turbine_kwh,medium_turbine_kwh,large_turbine_kwh
2023-01-01,4.67,9.06,24.27
2023-01-02,2.19,3.6,9.13
2023-01-03,20.27,47.58,131.66
2023-01-04,85.92,216.19,513.25
2023-01-05,36.26,88.38,235.39
2023-01-06,21.35,50.31,138.92
2023-01-07,18.21,42.36,117.6
2023-01-08,27.3,65.45,178.38
2023-01-09,90.48,227.96,536.42
2023-01-10,1.17,1.61,3.87
2023-01-11,2.44,4.12,10.54
2023-01-12,39.88,97.65,257.63
2023-01-13,49.44,122.22,314.64
2023-01-14,39.88,97.65,257.63
2023-01-15,26.7,63.91,174.43
2023-01-16,52.53,130.15,332.49
2023-01-17,14.14,32.12,89.46
2023-01-18,14.58,33.22,92.53
2023-01-19,4.59,8.88,23.78
2023-01-20,1.42,2.07,5.05
2023-01-21,47.08,116.15,300.8
2023-01-22,72.26,180.96,441.81
2023-01-23,28.73,69.1,187.66
2023-01-24,26.3,62.9,171.82
2023-01-25,34.27,83.27,222.96
2023-01-26,17.71,41.11,114.18
2023-01-27,24.53,58.4,160.19
2023-01-28,19.23,44.94,124.55
2023-01-29,1.42,2.07,5.05
2023-01-30,86.55,217.82,516.48
2023-01-31,114.83,290.87,654.38
2023-02-01,104.85,265.08,607.28
2023-02-02,81.41,204.58,490.04
2023-02-03,42.87,105.33,275.75
2023-02-04,83.57,210.15,501.22
2023-02-05,14.28,32.49,90.47
2023-02-06,108.41,274.28,624.31
2023-02-07,96.61,243.79,567.06
2023-02-08,84.22,211.81,504.53
2023-02-09,49.68,122.83,316.01
2023-02-10,87.8,221.06,522.87
2023-02-11,58.94,146.65,368.93
2023-02-12,76.33,191.47,463.45
2023-02-13,77.67,194.93,470.51
2023-02-14,110.84,280.57,635.8
2023-02-15,108.91,275.56,626.66
2023-02-16,69.96,175.04,429.48
2023-02-17,35.15,85.53,228.47
2023-02-18,30.19,72.83,197.05
2023-02-19,43.57,107.12,279.94
2023-02-20,93.49,235.74,551.54
2023-02-21,50.15,124.04,318.77
2023-02-22,80.76,202.89,486.65
2023-02-23,92.89,234.2,548.56
2023-02-24,77.89,195.5,471.67
2023-02-25,43.8,107.72,281.33
2023-02-26,34.93,84.97,227.09
2023-02-27,21.89,51.69,142.6
2023-02-28,19.23,44.94,124.55
2023-03-01,4.82,9.41,25.27
2023-03-02,3.05,5.42,14.12
2023-03-03,29.35,70.69,191.67
2023-03-04,13.56,30.68,85.44
2023-03-05,11.78,26.24,73.01
2023-03-06,128.53,326.32,715.05
2023-03-07,76.11,190.89,462.27
2023-03-08,121.67,308.56,685.39
2023-03-09,63.43,158.22,393.9
2023-03-10,4.3,8.21,21.88
2023-03-11,2.09,3.4,8.6
2023-03-12,39.19,95.89,253.45
2023-03-13,24.72,58.89,161.47
2023-03-14,78.56,197.22,475.16
2023-03-15,61.78,153.97,384.77
2023-03-16,0.42,0.4,0.86
2023-03-17,1.61,2.44,6.03
2023-03-18,62.49,155.79,388.69
2023-03-19,89.04,224.26,529.17
2023-03-20,103.8,262.36,602.21
2023-03-21,72.03,180.37,440.59
2023-03-22,0.59,0.65,1.46
2023-03-23,1.31,1.86,4.52
2023-03-24,14.88,33.97,94.6
2023-03-25,47.55,117.36,303.57
2023-03-26,111.48,282.2,638.77
2023-03-27,48.26,119.18,307.73
2023-03-28,46.61,114.94,298.02
2023-03-29,90.88,229.01,538.47
2023-03-30,139.35,354.5,754.69
2023-03-31,98.88,249.67,578.28
2023-04-01,68.8,172.06,423.24
2023-04-02,14.58,33.22,92.53
2023-04-03,3.48,6.37,16.74
2023-04-04,5.63,11.31,30.62
2023-04-05,105.02,265.53,608.12
2023-04-06,59.89,149.09,374.23
2023-04-07,4.52,8.71,23.3
2023-04-08,7.19,15.01,41.15
2023-04-09,30.19,72.83,197.05
2023-04-10,53.0,131.37,335.22
2023-04-11,117.56,297.92,666.89
2023-04-12,116.0,293.89,659.76
2023-04-13,36.49,88.95,236.77
2023-04-14,10.88,24.02,66.72
2023-04-15,58.47,145.43,366.26
2023-04-16,55.38,137.48,348.81
2023-04-17,9.2,19.9,55.05
2023-04-18,24.72,58.89,161.47
2023-04-19,7.09,14.77,40.48
2023-04-20,111.94,283.41,640.97
2023-04-21,93.49,235.74,551.54
2023-04-22,64.84,161.85,401.65
2023-04-23,48.26,119.18,307.73
2023-04-24,73.4,183.9,447.89
2023-04-25,97.75,246.75,572.71
2023-04-26,63.2,157.61,392.6
2023-04-27,44.74,110.12,286.9
2023-04-28,88.22,222.13,524.98
2023-04-29,110.52,279.74,634.3
2023-04-30,85.28,214.56,510.0
2023-05-01,72.03,180.37,440.59
2023-05-02,73.17,183.31,446.68
2023-05-03,38.29,93.56,247.88
2023-05-04,19.92,46.69,129.28
2023-05-05,27.5,65.97,179.69
2023-05-06,72.48,181.55,443.03
2023-05-07,77.45,194.35,469.34
2023-05-08,98.32,248.21,575.51
2023-05-09,48.26,119.18,307.73
2023-05-10,1.27,1.8,4.35
2023-05-11,20.45,48.03,132.86
2023-05-12,56.09,139.32,352.86
2023-05-13,102.01,257.75,593.56
2023-05-14,48.73,120.39,310.49
2023-05-15,28.73,69.1,187.66
2023-05-16,3.17,5.68,14.84
2023-05-17,12.58,28.24,78.62
2023-05-18,133.64,339.59,735.62
2023-05-19,121.79,308.88,685.95
2023-05-20,89.66,225.85,532.29
2023-05-21,24.72,58.89,161.47
2023-05-22,3.88,7.25,19.2
2023-05-23,39.88,97.65,257.63
2023-05-24,26.9,64.43,175.74
2023-05-25,56.8,141.15,356.89
2023-05-26,8.54,18.27,50.41
2023-05-27,100.37,253.51,585.56
2023-05-28,11.78,26.24,73.01
2023-05-29,77.67,194.93,470.51
2023-05-30,19.06,44.5,123.38
2023-05-31,10.26,22.49,62.42
2023-06-01,12.45,27.9,77.67
2023-06-02,23.76,56.45,155.09
2023-06-03,73.17,183.31,446.68
2023-06-04,90.88,229.01,538.47
2023-06-05,100.37,253.51,585.56
2023-06-06,100.0,252.56,583.76
2023-06-07,21.71,51.23,141.37
2023-06-08,0.53,0.56,1.23
2023-06-09,4.08,7.72,20.51
2023-06-10,95.25,240.3,560.35
2023-06-11,69.5,173.85,426.99
2023-06-12,27.1,64.94,177.06
2023-06-13,15.18,34.73,96.69
2023-06-14,78.34,196.64,474.0
2023-06-15,103.27,260.99,599.64
2023-06-16,72.71,182.14,444.25
2023-06-17,4.3,8.21,21.88
2023-06-18,110.04,278.5,632.04
2023-06-19,118.39,300.07,670.66
2023-06-20,95.64,241.3,562.28
2023-06-21,82.93,208.49,497.89
2023-06-22,97.37,245.77,570.84
2023-06-23,86.13,216.74,514.33
2023-06-24,63.43,158.22,393.9
2023-06-25,77.89,195.5,471.67
2023-06-26,103.8,262.36,602.21
2023-06-27,79.0,198.36,477.48
2023-06-28,88.63,223.2,527.08
2023-06-29,114.98,291.25,655.06
2023-06-30,106.74,269.96,616.34
2023-07-01,95.25,240.3,560.35
2023-07-02,103.62,261.9,601.36
2023-07-03,77.67,194.93,470.51
2023-07-04,65.54,163.66,405.5
2023-07-05,106.57,269.52,615.53
2023-07-06,116.14,294.26,660.42
2023-07-07,109.23,276.41,628.21
2023-07-08,88.01,221.6,523.93
2023-07-09,93.29,235.22,550.55
2023-07-10,84.0,211.26,503.43
2023-07-11,41.02,100.59,264.6
2023-07-12,73.4,183.9,447.89
2023-07-13,109.23,276.41,628.21
2023-07-14,93.49,235.74,551.54
2023-07-15,66.24,165.47,409.34
2023-07-16,78.34,196.64,474.0
2023-07-17,46.61,114.94,298.02
2023-07-18,72.03,180.37,440.59
2023-07-19,49.68,122.83,316.01
2023-07-20,53.71,133.2,339.31
2023-07-21,66.24,165.47,409.34
2023-07-22,77.67,194.93,470.51
2023-07-23,42.87,105.33,275.75
2023-07-24,33.18,80.48,216.09
2023-07-25,20.81,48.94,135.27
2023-07-26,8.0,16.97,46.72
2023-07-27,1.04,1.38,3.28
2023-07-28,33.61,81.59,218.83
2023-07-29,106.4,269.08,614.72
2023-07-30,116.28,294.63,661.08
2023-07-31,74.98,187.99,456.32
2023-08-01,41.49,101.77,267.39
2023-08-02,8.11,17.22,47.45
2023-08-03,80.32,201.76,484.37
2023-08-04,94.28,237.77,555.48
2023-08-05,92.49,233.17,546.56
2023-08-06,64.37,160.64,399.07
2023-08-07,29.77,71.76,194.36
2023-08-08,53.71,133.2,339.31
2023-08-09,103.8,262.36,602.21
2023-08-10,103.8,262.36,602.21
2023-08-11,117.83,298.64,668.16
2023-08-12,67.88,169.67,418.21
2023-08-13,78.56,197.22,475.16
2023-08-14,111.63,282.61,639.51
2023-08-15,132.64,336.99,731.74
2023-08-16,126.56,321.23,706.75
2023-08-17,116.0,293.89,659.76
2023-08-18,119.06,301.82,673.73
2023-08-19,128.72,326.83,715.87
2023-08-20,127.62,323.96,711.22
2023-08-21,119.86,303.89,677.33
2023-08-22,120.26,304.91,679.1
2023-08-23,117.7,298.28,667.53
2023-08-24,116.57,295.37,662.39
2023-08-25,137.64,350.02,749.84
2023-08-26,119.47,302.86,675.54
2023-08-27,96.42,243.3,566.11
2023-08-28,58.7,146.04,367.6
2023-08-29,86.34,217.28,515.4
2023-08-30,44.27,108.92,284.12
2023-08-31,17.88,41.52,115.32
2023-09-01,48.03,118.57,306.34
2023-09-02,108.74,275.14,625.88
2023-09-03,105.02,265.53,608.12
2023-09-04,72.94,182.73,445.47
2023-09-05,34.71,84.4,225.71
2023-09-06,71.11,178.01,435.67
2023-09-07,74.76,187.41,455.12
2023-09-08,68.34,170.87,420.73
2023-09-09,111.32,281.79,638.03
2023-09-10,100.0,252.56,583.76
2023-09-11,10.63,23.4,64.98
2023-09-12,35.15,85.53,228.47
2023-09-13,95.64,241.3,562.28
2023-09-14,50.15,124.04,318.77
2023-09-15,73.85,185.07,450.31
2023-09-16,70.42,176.23,431.97
2023-09-17,57.04,141.76,358.24
2023-09-18,68.11,170.27,419.47
2023-09-19,96.99,244.78,568.95
2023-09-20,105.2,265.97,608.95
2023-09-21,27.91,67.01,182.34
2023-09-22,47.08,116.15,300.8
2023-09-23,63.2,157.61,392.6
2023-09-24,75.66,189.73,459.89
2023-09-25,68.8,172.06,423.24
2023-09-26,66.71,166.67,411.88
2023-09-27,52.53,130.15,332.49
2023-09-28,43.34,106.53,278.54
2023-09-29,40.79,100.0,263.2
2023-09-30,55.14,136.87,347.45
2023-10-01,115.27,292.01,656.42
2023-10-02,118.93,301.47,673.12
2023-10-03,98.88,249.67,578.28
2023-10-04,93.68,236.25,552.53
2023-10-05,59.42,147.87,371.58
2023-10-06,100.19,253.03,584.66
2023-10-07,86.76,218.36,517.55
2023-10-08,80.1,201.2,483.22
2023-10-09,96.99,244.78,568.95
2023-10-10,125.69,318.97,703.01
2023-10-11,117.0,296.47,664.33
2023-10-12,71.8,179.78,439.36
2023-10-13,95.45,240.8,561.31
2023-10-14,97.56,246.26,571.78
2023-10-15,73.62,184.49,449.1
2023-10-16,80.76,202.89,486.65
2023-10-17,70.65,176.82,433.2
2023-10-18,91.69,231.1,542.53
2023-10-19,9.55,20.74,57.45
2023-10-20,32.75,79.37,213.35
2023-10-21,27.5,65.97,179.69
2023-10-22,52.53,130.15,332.49
2023-10-23,55.85,138.71,351.51
2023-10-24,52.05,128.92,329.76
2023-10-25,0.71,0.83,1.89
2023-10-26,1.14,1.55,3.72
2023-10-27,12.58,28.24,78.62
2023-10-28,4.3,8.21,21.88
2023-10-29,10.02,21.9,60.74
2023-10-30,7.59,15.97,43.89
2023-10-31,5.81,11.71,31.77
2023-11-01,53.95,133.81,340.67
2023-11-02,54.67,135.65,344.75
2023-11-03,23.76,56.45,155.09
2023-11-04,7.39,15.49,42.5
2023-11-05,20.99,49.39,136.48
2023-11-06,33.18,80.48,216.09
2023-11-07,24.92,59.39,162.75
2023-11-08,17.55,40.69,113.05
2023-11-09,9.9,21.61,59.91
2023-11-10,31.88,77.17,207.89
2023-11-11,0.66,0.75,1.71
2023-11-12,0.64,0.72,1.62
2023-11-13,4.08,7.72,20.51
2023-11-14,108.25,273.86,623.53
2023-11-15,91.69,231.1,542.53
2023-11-16,21.35,50.31,138.92
2023-11-17,23.57,55.96,153.83
2023-11-18,48.97,121.0,311.87
2023-11-19,111.94,283.41,640.97
2023-11-20,114.38,289.72,652.32
2023-11-21,14.88,33.97,94.6
2023-11-22,21.17,49.85,137.7
2023-11-23,47.79,117.97,304.96
2023-11-24,9.43,20.46,56.64
2023-11-25,14.88,33.97,94.6
2023-11-26,68.34,170.87,420.73
2023-11-27,106.23,268.64,613.9
2023-11-28,13.56,30.68,85.44
2023-11-29,12.72,28.58,79.58
2023-11-30,40.57,99.41,261.81
2023-12-01,27.1,64.94,177.06
2023-12-02,29.77,71.76,194.36
2023-12-03,12.18,27.23,75.79
2023-12-04,3.48,6.37,16.74
2023-12-05,49.68,122.83,316.01
2023-12-06,107.08,270.83,617.96
2023-12-07,24.15,57.42,157.63
2023-12-08,10.26,22.49,62.42
2023-12-09,31.67,76.62,206.53
2023-12-10,1.07,1.44,3.42
2023-12-11,52.76,130.76,333.86
2023-12-12,91.69,231.1,542.53
2023-12-13,94.28,237.77,555.48
2023-12-14,13.99,31.76,88.44
2023-12-15,4.98,9.77,26.29
2023-12-16,5.98,12.12,32.94
2023-12-17,16.9,39.05,108.58
2023-12-18,27.91,67.01,182.34
2023-12-19,14.43,32.85,91.5
2023-12-20,0.13,0.08,0.14
2023-12-21,14.88,33.97,94.6
2023-12-22,103.09,260.53,598.78
2023-12-23,79.88,200.63,482.08
2023-12-24,53.95,133.81,340.67
2023-12-25,18.21,42.36,117.6
2023-12-26,24.92,59.39,162.75
2023-12-27,77.45,194.35,469.34
2023-12-28,60.84,151.53,379.51
2023-12-29,19.06,44.5,123.38
2023-12-30,7.39,15.49,42.5
2023-12-31,18.55,43.21,119.9
2024-01-01,18.88,44.07,122.22
2024-01-02,88.63,223.2,527.08
2024-01-03,15.33,35.11,97.75
2024-01-04,24.72,58.89,161.47
2024-01-05,57.52,142.99,360.92
2024-01-06,5.55,11.11,30.06
2024-01-07,2.55,4.34,11.14
2024-01-08,2.29,3.8,9.68
2024-01-09,49.92,123.43,317.39
2024-01-10,104.5,264.18,605.6
2024-01-11,92.69,233.68,547.56
2024-01-12,63.2,157.61,392.6
2024-01-13,31.03,74.99,202.46
2024-01-14,72.26,180.96,441.81
2024-01-15,44.74,110.12,286.9
2024-01-16,48.73,120.39,310.49
2024-01-17,69.27,173.26,425.75
2024-01-18,18.71,43.64,121.06
2024-01-19,16.1,37.05,103.1
2024-01-20,24.72,58.89,161.47
2024-01-21,0.24,0.18,0.37
2024-01-22,20.99,49.39,136.48
2024-01-23,106.06,268.2,613.08
2024-01-24,82.06,206.26,493.42
2024-01-25,93.88,236.76,553.52
2024-01-26,105.2,265.97,608.95
2024-01-27,99.26,250.64,580.12
2024-01-28,52.05,128.92,329.76
2024-01-29,80.32,201.76,484.37
2024-01-30,105.54,266.87,610.61
2024-01-31,75.66,189.73,459.89
2024-02-01,86.76,218.36,517.55
2024-02-02,74.3,186.24,452.72
2024-02-03,31.24,75.53,203.81
2024-02-04,69.96,175.04,429.48
2024-02-05,82.5,207.38,495.66
2024-02-06,54.19,134.42,342.03
2024-02-07,15.64,35.88,99.87
2024-02-08,12.18,27.23,75.79
2024-02-09,80.54,202.33,485.51
2024-02-10,85.28,214.56,510.0
2024-02-11,2.24,3.7,9.4
2024-02-12,43.11,105.93,277.15
2024-02-13,30.82,74.44,201.1
2024-02-14,54.19,134.42,342.03
2024-02-15,45.2,111.32,289.68
2024-02-16,61.07,152.14,380.83
2024-02-17,62.25,155.18,387.39
2024-02-18,40.57,99.41,261.81
2024-02-19,99.44,251.12,581.03
2024-02-20,38.97,95.31,252.06
2024-02-21,41.49,101.77,267.39
2024-02-22,71.8,179.78,439.36
2024-02-23,50.15,124.04,318.77
2024-02-24,81.41,204.58,490.04
2024-02-25,13.28,29.97,83.46
2024-02-26,2.99,5.29,13.76
2024-02-27,110.04,278.5,632.04
2024-02-28,10.75,23.71,65.85
2024-02-29,19.4,45.37,125.73
2024-03-01,50.15,124.04,318.77
2024-03-02,38.51,94.14,249.27
2024-03-03,110.68,280.16,635.05
2024-03-04,55.85,138.71,351.51
2024-03-05,31.88,77.17,207.89
2024-03-06,79.66,200.06,480.93
2024-03-07,96.8,244.29,568.01
2024-03-08,45.44,111.92,291.07
2024-03-09,8.11,17.22,47.45
2024-03-10,63.9,159.43,396.49
2024-03-11,17.22,39.87,110.81
2024-03-12,12.31,27.57,76.73
2024-03-13,15.79,36.27,100.95
2024-03-14,74.53,186.82,453.92
2024-03-15,98.7,249.19,577.36
2024-03-16,28.32,68.05,185.0
2024-03-17,8.11,17.22,47.45
2024-03-18,118.11,299.36,669.41
2024-03-19,93.49,235.74,551.54
2024-03-20,15.48,35.5,98.81
2024-03-21,36.04,87.81,234.0
2024-03-22,121.29,307.58,683.71
2024-03-23,49.21,121.61,313.26
2024-03-24,112.41,284.62,643.15
2024-03-25,65.08,162.45,402.94
2024-03-26,20.81,48.94,135.27
2024-03-27,3.35,6.09,15.96
2024-03-28,4.08,7.72,20.51
2024-03-29,90.88,229.01,538.47
2024-03-30,9.32,20.18,55.84
2024-03-31,26.5,63.4,173.12
2024-04-01,20.63,48.48,134.06
2024-04-02,12.31,27.57,76.73
2024-04-03,4.44,8.54,22.82
2024-04-04,2.82,4.92,12.74
2024-04-05,41.26,101.18,265.99
2024-04-06,124.33,315.45,697.11
2024-04-07,107.58,272.13,620.36
2024-04-08,38.06,92.98,246.49
2024-04-09,55.62,138.1,350.16
2024-04-10,69.96,175.04,429.48
2024-04-11,26.9,64.43,175.74
2024-04-12,71.34,178.6,436.9
2024-04-13,88.42,222.67,526.03
2024-04-14,94.47,238.28,556.46
2024-04-15,87.59,220.52,521.81
2024-04-16,4.82,9.41,25.27
2024-04-17,12.45,27.9,77.67
2024-04-18,17.06,39.46,109.69
2024-04-19,93.68,236.25,552.53
2024-04-20,72.71,182.14,444.25
2024-04-21,77.0,193.2,466.99
2024-04-22,6.16,12.54,34.13
2024-04-23,14.14,32.12,89.46
2024-04-24,9.78,21.32,59.08
2024-04-25,18.55,43.21,119.9
2024-04-26,75.21,188.57,457.51
2024-04-27,100.19,253.03,584.66
2024-04-28,97.56,246.26,571.78
2024-04-29,100.37,253.51,585.56
2024-04-30,102.91,260.07,597.92
2024-05-01,94.28,237.77,555.48
2024-05-02,98.51,248.7,576.43
2024-05-03,72.94,182.73,445.47
2024-05-04,81.41,204.58,490.04
2024-05-05,89.04,224.26,529.17
2024-05-06,99.63,251.6,581.94
2024-05-07,66.71,166.67,411.88
2024-05-08,17.71,41.11,114.18
2024-05-09,4.67,9.06,24.27
2024-05-10,4.08,7.72,20.51
2024-05-11,34.49,83.84,224.33
2024-05-12,116.57,295.37,662.39
2024-05-13,113.03,286.21,646.02
2024-05-14,109.88,278.08,631.28
2024-05-15,108.25,273.86,623.53
2024-05-16,41.49,101.77,267.39
2024-05-17,24.15,57.42,157.63
2024-05-18,22.08,52.16,143.83
2024-05-19,72.71,182.14,444.25
2024-05-20,39.19,95.89,253.45
2024-05-21,82.71,207.93,496.78
2024-05-22,87.8,221.06,522.87
2024-05-23,41.26,101.18,265.99
2024-05-24,121.03,306.92,682.57
2024-05-25,120.65,305.92,680.84
2024-05-26,49.92,123.43,317.39
2024-05-27,3.61,6.65,17.54
2024-05-28,96.99,244.78,568.95
2024-05-29,115.71,293.14,658.43
2024-05-30,102.37,258.68,595.31
2024-05-31,92.69,233.68,547.56
2024-06-01,60.84,151.53,379.51
2024-06-02,70.42,176.23,431.97
2024-06-03,88.01,221.6,523.93
2024-06-04,80.76,202.89,486.65
2024-06-05,68.57,171.47,421.99
2024-06-06,53.95,133.81,340.67
2024-06-07,42.87,105.33,275.75
2024-06-08,76.56,192.05,464.63
2024-06-09,104.5,264.18,605.6
2024-06-10,71.8,179.78,439.36
2024-06-11,71.34,178.6,436.9
2024-06-12,51.58,127.7,327.02
2024-06-13,10.02,21.9,60.74
2024-06-14,12.86,28.93,80.54
2024-06-15,23.76,56.45,155.09
2024-06-16,63.9,159.43,396.49
2024-06-17,95.84,241.8,563.24
2024-06-18,86.97,218.91,518.62
2024-06-19,85.28,214.56,510.0
2024-06-20,104.67,264.63,606.44
2024-06-21,105.02,265.53,608.12
2024-06-22,78.56,197.22,475.16
2024-06-23,62.49,155.79,388.69
2024-06-24,58.23,144.82,364.93
2024-06-25,69.04,172.66,424.49
2024-06-26,83.57,210.15,501.22
2024-06-27,48.26,119.18,307.73
2024-06-28,66.01,164.87,408.06
2024-06-29,59.18,147.26,370.26
2024-06-30,74.76,187.41,455.12
2024-07-01,80.98,203.45,487.78
2024-07-02,60.36,150.31,376.88
2024-07-03,42.64,104.74,274.36
2024-07-04,2.14,3.5,8.86
2024-07-05,35.82,87.24,232.62
2024-07-06,100.0,252.56,583.76
2024-07-07,87.59,220.52,521.81
2024-07-08,28.94,69.63,188.99
2024-07-09,13.7,31.03,86.43
2024-07-10,5.47,10.91,29.5
2024-07-11,1.38,2.0,4.87
2024-07-12,51.34,127.09,325.64
2024-07-13,82.06,206.26,493.42
2024-07-14,75.66,189.73,459.89
2024-07-15,83.57,210.15,501.22
2024-07-16,66.01,164.87,408.06
2024-07-17,62.72,156.4,390.0
2024-07-18,85.92,216.19,513.25
2024-07-19,91.49,230.58,541.52
2024-07-20,63.67,158.82,395.19
2024-07-21,31.24,75.53,203.81
2024-07-22,60.6,150.92,378.2
2024-07-23,66.48,166.07,410.61
2024-07-24,64.14,160.04,397.78
2024-07-25,24.53,58.4,160.19
2024-07-26,80.54,202.33,485.51
2024-07-27,64.61,161.25,400.36
2024-07-28,25.31,60.38,165.33
2024-07-29,47.32,116.75,302.19
2024-07-30,51.1,126.48,324.27
2024-07-31,14.58,33.22,92.53
2024-08-01,35.15,85.53,228.47
2024-08-02,83.57,210.15,501.22
2024-08-03,27.91,67.01,182.34
2024-08-04,44.04,108.32,282.72
2024-08-05,54.9,136.26,346.1
2024-08-06,55.14,136.87,347.45
2024-08-07,56.8,141.15,356.89
2024-08-08,53.95,133.81,340.67
2024-08-09,75.43,189.15,458.7
2024-08-10,102.73,259.61,597.05
2024-08-11,104.15,263.27,603.91
2024-08-12,99.82,252.08,582.85
2024-08-13,98.51,248.7,576.43
2024-08-14,102.55,259.14,596.18
2024-08-15,114.53,290.1,653.01
2024-08-16,108.08,273.43,622.74
2024-08-17,65.78,164.26,406.78
2024-08-18,39.88,97.65,257.63
2024-08-19,23.57,55.96,153.83
2024-08-20,89.25,224.8,530.22
2024-08-21,97.94,247.24,573.65
2024-08-22,79.66,200.06,480.93
2024-08-23,82.71,207.93,496.78
2024-08-24,87.18,219.45,519.68
2024-08-25,42.87,105.33,275.75
2024-08-26,13.0,29.27,81.51
2024-08-27,65.31,163.06,404.22
2024-08-28,96.03,242.3,564.2
2024-08-29,83.79,210.71,502.33
2024-08-30,108.08,273.43,622.74
2024-08-31,97.75,246.75,572.71
2024-09-01,105.71,267.31,611.44
2024-09-02,86.76,218.36,517.55
2024-09-03,80.32,201.76,484.37
2024-09-04,93.09,234.71,549.56
2024-09-05,92.89,234.2,548.56
2024-09-06,73.4,183.9,447.89
2024-09-07,37.38,91.25,242.32
2024-09-08,24.72,58.89,161.47
2024-09-09,12.04,26.9,74.86
2024-09-10,25.31,60.38,165.33
2024-09-11,32.53,78.82,211.98
2024-09-12,26.5,63.4,173.12
2024-09-13,84.43,212.36,505.63
2024-09-14,101.1,255.4,589.14
2024-09-15,72.48,181.55,443.03
2024-09-16,88.63,223.2,527.08
2024-09-17,83.36,209.6,500.12
2024-09-18,89.25,224.8,530.22
2024-09-19,55.85,138.71,351.51
2024-09-20,23.01,54.52,150.05
2024-09-21,90.07,226.91,534.36
2024-09-22,98.51,248.7,576.43
2024-09-23,83.14,209.04,499.01
2024-09-24,70.42,176.23,431.97
2024-09-25,56.8,141.15,356.89
2024-09-26,52.53,130.15,332.49
2024-09-27,59.18,147.26,370.26
2024-09-28,89.25,224.8,530.22
2024-09-29,112.41,284.62,643.15
2024-09-30,77.23,193.78,468.16
2024-10-01,87.8,221.06,522.87
2024-10-02,64.84,161.85,401.65
2024-10-03,60.84,151.53,379.51
2024-10-04,91.89,231.62,543.54
2024-10-05,72.71,182.14,444.25
2024-10-06,68.11,170.27,419.47
2024-10-07,70.88,177.42,434.44
2024-10-08,28.73,69.1,187.66
2024-10-09,39.88,97.65,257.63
2024-10-10,39.88,97.65,257.63
2024-10-11,56.8,141.15,356.89
2024-10-12,21.89,51.69,142.6
2024-10-13,21.17,49.85,137.7
2024-10-14,25.7,61.38,167.91
2024-10-15,46.38,114.34,296.63
2024-10-16,73.4,183.9,447.89
2024-10-17,88.84,223.73,528.13
2024-10-18,43.8,107.72,281.33
2024-10-19,49.21,121.61,313.26
2024-10-20,45.44,111.92,291.07
2024-10-21,69.27,173.26,425.75
2024-10-22,36.49,88.95,236.77
2024-10-23,30.82,74.44,201.1
2024-10-24,27.7,66.49,181.02
2024-10-25,52.05,128.92,329.76
2024-10-26,69.73,174.45,428.24
2024-10-27,33.61,81.59,218.83
2024-10-28,33.18,80.48,216.09
2024-10-29,70.42,176.23,431.97
2024-10-30,71.11,178.01,435.67
2024-10-31,73.4,183.9,447.89
2024-11-01,21.71,51.23,141.37
2024-11-02,36.49,88.95,236.77
2024-11-03,44.74,110.12,286.9
2024-11-04,36.71,89.52,238.16
2024-11-05,49.44,122.22,314.64
2024-11-06,28.52,68.58,186.33
2024-11-07,10.51,23.1,64.12
2024-11-08,29.77,71.76,194.36
2024-11-09,19.75,46.25,128.09
2024-11-10,87.38,219.98,520.75
2024-11-11,68.11,170.27,419.47
2024-11-12,31.88,77.17,207.89
2024-11-13,39.88,97.65,257.63
2024-11-14,39.88,97.65,257.63
2024-11-15,52.29,129.53,331.12
2024-11-16,20.1,47.14,130.47
2024-11-17,52.05,128.92,329.76
2024-11-18,79.66,200.06,480.93
2024-11-19,51.81,128.31,328.39
2024-11-20,45.44,111.92,291.07
2024-11-21,37.38,91.25,242.32
2024-11-22,20.27,47.58,131.66
2024-11-23,44.97,110.72,288.29
2024-11-24,119.47,302.86,675.54
2024-11-25,102.19,258.21,594.44
2024-11-26,81.63,205.14,491.17
2024-11-27,23.95,56.93,156.36
2024-11-28,18.88,44.07,122.22
2024-11-29,50.63,125.26,321.52
2024-11-30,19.57,45.81,126.91
2024-12-01,17.88,41.52,115.32
