day,farm_1_agripv_kwh,farm_2_agripv_kwh,low_density_comm_solar_kwh,medium_density_comm_solar_kwh,high_density_comm_solar_kwh,small_turbine_wind_kwh,medium_turbine_wind_kwh,large_turbine_wind_kwh,total_solar_kwh,total_wind_kwh,total_renewable_kwh
2012-01-24,4363.703,2745.001,549.0,872.741,1560.847,177.4,114.42,210.8,10091.291,502.62,10593.911
2012-01-25,3161.429,1988.769,397.754,632.286,1130.762,86.0,49.26,87.52,7311.0,222.78,7533.78
2012-01-26,4432.249,2788.12,557.624,886.45,1585.36,1126.6,839.58,1416.8,10249.803,3382.98,13632.783
2012-01-27,4463.987,2808.024,561.605,892.797,1596.763,2043.8,1549.26,2377.76,10323.177,5970.82,16293.997
2012-01-28,4722.982,2970.912,594.182,944.596,1689.431,1873.6,1417.5,2210.12,10922.105,5501.22,16423.325
2012-01-29,4305.54,2708.353,541.671,861.108,1540.087,240.8,161.4,299.44,9956.758,701.64,10658.398
2012-01-30,1864.25,1172.702,234.54,372.85,666.824,288.6,197.1,366.0,4311.166,851.7,5162.866
2012-01-31,4703.442,2958.698,591.74,940.688,1682.378,1380.8,1035.96,1697.96,10876.946,4114.72,14991.666
2012-02-01,3656.207,2299.861,459.972,731.241,1307.851,2242.0,1702.92,2566.8,8455.133,6511.72,14966.853
2012-02-02,5020.016,3157.695,631.539,1004.003,1795.722,633.4,459.72,826.12,11608.975,1919.24,13528.215
2012-02-03,4720.728,2969.582,593.916,944.146,1688.556,147.8,92.94,170.0,10916.928,410.74,11327.668
2012-02-04,4811.302,3026.63,605.326,962.26,1720.893,371.0,259.26,479.6,11126.411,1109.86,12236.271
2012-02-05,4924.565,3097.895,619.579,984.913,1761.395,46.8,23.4,39.84,11388.348,110.04,11498.388
2012-02-06,3881.61,2441.836,488.367,776.322,1388.322,391.4,274.86,507.64,8976.457,1173.9,10150.357
2012-02-07,2709.699,1704.562,340.912,541.94,969.209,1772.6,1339.2,2108.32,6266.322,5220.12,11486.442
2012-02-08,1936.371,1218.059,243.612,387.274,692.63,2128.0,1614.48,2458.88,4477.946,6201.36,10679.306
2012-02-09,3091.431,1944.644,388.929,618.286,1105.787,1805.4,1364.64,2141.56,7149.077,5311.6,12460.677
2012-02-10,4449.105,2798.726,559.745,889.821,1591.387,2216.8,1683.42,2543.2,10288.784,6443.42,16732.204
2012-02-11,4547.463,2860.599,572.12,909.493,1626.568,486.8,347.46,635.64,10516.242,1469.9,11986.142
2012-02-12,3870.622,2434.91,486.982,774.124,1384.413,170.8,109.62,201.64,8951.051,482.06,9433.111
2012-02-13,4349.696,2736.306,547.261,869.939,1555.744,802.2,589.38,1036.08,10058.947,2427.66,12486.607
2012-02-14,3767.042,2369.815,473.963,753.408,1347.31,198.0,129.66,239.64,8711.538,567.3,9278.838
2012-02-15,3175.037,1997.421,399.484,635.007,1135.554,1083.8,806.52,1368.12,7342.503,3258.44,10600.943
2012-02-16,4320.405,2717.738,543.548,864.081,1545.374,2604.8,1984.62,2888.56,9991.147,7477.98,17469.127
2012-02-17,5157.863,3244.466,648.893,1031.573,1844.988,2433.4,1851.36,2741.56,11927.783,7026.32,18954.103
2012-02-18,4973.979,3128.755,625.751,994.796,1779.243,2381.2,1810.92,2694.92,11502.524,6887.04,18389.564
2012-02-19,5647.2,3552.203,710.441,1129.44,2020.075,1881.6,1423.62,2218.0,13059.357,5523.22,18582.577
2012-02-20,5674.216,3569.263,713.853,1134.843,2029.692,514.0,368.28,671.64,13121.866,1553.92,14675.786
2012-02-21,5364.256,3374.436,674.887,1072.851,1918.705,416.2,293.64,541.08,12405.136,1250.92,13656.056
2012-02-22,5211.122,3278.139,655.628,1042.224,1863.896,452.6,321.42,590.2,12051.009,1364.22,13415.229
2012-02-23,5079.158,3195.201,639.04,1015.832,1816.644,1445.2,1085.76,1767.24,11745.875,4298.2,16044.075
2012-02-24,5038.789,3169.838,633.968,1007.758,1802.182,743.2,544.02,963.72,11652.533,2250.94,13903.473
2012-02-25,4617.094,2904.371,580.874,923.419,1651.498,2438.4,1855.26,2746.04,10677.256,7039.7,17716.956
2012-02-26,5910.458,3717.977,743.595,1182.092,2114.108,134.2,83.16,151.48,13668.23,368.84,14037.07
2012-02-27,5881.991,3700.128,740.026,1176.398,2103.886,36.4,17.1,28.52,13602.429,82.02,13684.449
2012-02-28,5568.786,3503.15,700.63,1113.757,1991.818,1366.8,1025.22,1682.92,12878.141,4074.94,16953.081
2012-02-29,4802.411,3020.922,604.184,960.482,1717.803,2407.8,1831.5,2718.72,11105.802,6958.02,18063.822
2012-03-01,5338.399,3358.044,671.609,1067.68,1909.552,2110.8,1601.22,2442.44,12345.283,6154.46,18499.743
2012-03-02,4945.533,3110.821,622.164,989.107,1769.095,2659.0,2026.86,2931.88,11436.72,7617.74,19054.46
2012-03-03,6056.054,3809.354,761.871,1211.211,2166.355,1901.2,1438.8,2237.52,14004.845,5577.52,19582.365
2012-03-04,6199.556,3899.772,779.954,1239.911,2217.568,960.6,711.42,1225.36,14336.76,2897.38,17234.14
2012-03-05,6317.657,3974.147,794.829,1263.531,2259.748,391.4,274.86,507.64,14609.912,1173.9,15783.812
2012-03-06,6426.595,4042.756,808.551,1285.319,2298.65,1169.4,872.58,1465.04,14861.871,3507.02,18368.891
2012-03-07,6173.144,3883.363,776.673,1234.629,2207.956,866.8,639.18,1114.16,14275.764,2620.14,16895.904
2012-03-08,6378.812,4012.718,802.544,1275.762,2281.539,1731.0,1306.92,2065.92,14751.375,5103.84,19855.215
2012-03-09,6232.808,3920.926,784.185,1246.562,2229.275,1007.8,747.9,1280.6,14413.756,3036.3,17450.056
2012-03-10,6154.511,3871.723,774.345,1230.902,2201.232,427.0,301.86,555.68,14232.713,1284.54,15517.253
2012-03-11,5427.318,3414.416,682.883,1085.464,1941.018,181.8,117.72,217.04,12551.098,516.56,13067.658
2012-03-12,4927.191,3099.7,619.94,985.438,1762.219,862.2,635.58,1108.6,11394.488,2606.38,14000.868
2012-03-13,5086.223,3199.678,639.936,1017.245,1819.149,1624.0,1224.12,1955.64,11762.231,4803.76,16565.991
2012-03-14,5591.785,3517.581,703.516,1118.357,2000.074,2305.4,1752.06,2625.68,12931.313,6683.14,19614.453
2012-03-15,6462.836,4065.416,813.083,1292.567,2311.715,2302.4,1749.78,2622.96,14945.618,6675.14,21620.758
2012-03-16,6700.84,4215.13,843.026,1340.168,2396.85,2455.6,1868.64,2761.32,15496.014,7085.56,22581.574
2012-03-17,6688.701,4207.472,841.494,1337.74,2392.525,1885.6,1426.62,2221.92,15467.932,5534.14,21002.072
2012-03-18,6894.06,4336.682,867.336,1378.812,2465.955,526.0,377.4,687.28,15942.845,1590.68,17533.525
2012-03-19,6882.165,4329.269,865.854,1376.433,2461.654,707.4,516.6,919.4,15915.374,2143.4,18058.774
2012-03-20,5936.736,3734.596,746.919,1187.347,2123.443,1320.2,989.22,1632.24,13729.042,3941.66,17670.702
2012-03-21,5225.848,3287.412,657.482,1045.17,1869.159,1320.2,989.22,1632.24,12085.072,3941.66,16026.732
2012-03-22,6040.393,3799.844,759.969,1208.079,2160.487,1145.6,854.28,1438.32,13968.771,3438.2,17406.971
2012-03-23,6535.504,4111.286,822.257,1307.101,2337.59,904.0,667.92,1158.72,15113.738,2730.64,17844.378
2012-03-24,5879.847,3698.888,739.778,1175.969,2103.034,655.0,476.22,853.4,13597.517,1984.62,15582.137
2012-03-25,6386.813,4017.781,803.556,1277.363,2284.381,1701.4,1284.06,2035.64,14769.894,5021.1,19790.994
2012-03-26,6840.76,4303.274,860.655,1368.152,2446.797,1885.6,1426.62,2221.92,15819.638,5534.14,21353.778
2012-03-27,7055.173,4438.127,887.625,1411.035,2523.508,2207.2,1675.98,2534.2,16315.468,6417.38,22732.848
2012-03-28,6945.67,4369.227,873.845,1389.134,2484.361,1692.8,1277.46,2026.88,16062.236,4997.14,21059.376
2012-03-29,6595.357,4148.874,829.775,1319.071,2359.045,1159.8,865.26,1454.36,15252.122,3479.42,18731.542
2012-03-30,7001.884,4404.669,880.934,1400.377,2504.396,238.2,159.42,295.72,16192.259,693.34,16885.599
2012-03-31,5746.503,3614.997,722.999,1149.301,2055.35,102.8,60.84,109.36,13289.15,273.0,13562.15
2012-04-01,6539.606,4114.02,822.804,1307.921,2338.941,720.8,526.86,936.0,15123.292,2183.66,17306.952
2012-04-02,6610.589,4158.633,831.727,1322.118,2364.355,1526.6,1148.82,1853.8,15287.421,4529.22,19816.641
2012-04-03,6548.802,4119.745,823.949,1309.76,2342.269,655.0,476.22,853.4,15144.526,1984.62,17129.146
2012-04-04,6963.238,4380.551,876.11,1392.648,2490.425,716.4,523.44,930.48,16102.971,2170.32,18273.291
2012-04-05,6137.719,3861.363,772.273,1227.544,2195.066,409.0,288.18,531.44,14193.965,1228.62,15422.585
2012-04-06,7097.091,4465.017,893.003,1419.418,2538.106,1083.8,806.52,1368.12,16412.636,3258.44,19671.076
2012-04-07,7021.766,4417.652,883.53,1404.353,2511.146,251.6,169.44,314.48,16238.448,735.52,16973.968
2012-04-08,6814.486,4287.26,857.452,1362.897,2437.005,116.2,70.26,127.08,15759.099,313.54,16072.639
2012-04-09,6000.812,3775.358,755.072,1200.162,2146.014,116.2,70.26,127.08,13877.418,313.54,14190.958
2012-04-10,6300.377,3963.672,792.734,1260.075,2253.259,1645.6,1240.92,1978.16,14570.118,4864.68,19434.798
2012-04-11,7351.126,4624.486,924.897,1470.225,2629.223,2104.0,1595.82,2435.8,16999.957,6135.62,23135.577
2012-04-12,6580.914,4139.937,827.987,1316.183,2353.764,1662.8,1254.24,1996.04,15218.785,4913.08,20131.865
2012-04-13,6348.96,3994.182,798.836,1269.792,2270.678,282.8,192.72,357.84,14682.448,833.36,15515.808
2012-04-14,6018.131,3786.144,757.229,1203.626,2152.29,41.0,19.8,33.36,13917.42,94.16,14011.58
2012-04-15,5498.105,3459.042,691.808,1099.621,1966.264,126.8,77.82,141.4,12714.84,346.02,13060.86
2012-04-16,7561.79,4757.189,951.438,1512.358,2704.438,2124.6,1611.84,2455.6,17487.213,6192.04,23679.253
2012-04-17,8003.293,5034.913,1006.983,1600.659,2862.355,41.0,19.8,33.36,18508.202,94.16,18602.362
2012-04-18,5993.354,3770.626,754.125,1198.671,2143.375,941.6,696.9,1203.2,13860.151,2841.7,16701.851
2012-04-19,6747.259,4244.655,848.931,1349.452,2413.199,2443.4,1859.1,2750.44,15603.496,7052.94,22656.436
2012-04-20,7550.147,4749.755,949.951,1510.029,2700.356,1517.6,1141.86,1844.32,17460.238,4503.78,21964.018
2012-04-21,7305.889,4596.267,919.253,1461.178,2612.862,2134.8,1619.76,2465.36,16895.449,6219.92,23115.369
2012-04-22,7762.528,4883.557,976.711,1552.506,2776.162,1202.6,898.2,1502.24,17951.464,3603.04,21554.504
2012-04-23,7771.897,4889.374,977.875,1554.379,2779.578,1793.2,1355.1,2129.16,17973.103,5277.46,23250.563
2012-04-24,7818.869,4918.81,983.762,1563.774,2796.46,1833.8,1386.6,2170.12,18081.675,5390.52,23472.195
2012-04-25,7638.113,4805.171,961.034,1527.623,2731.756,1376.0,1032.36,1692.96,17663.696,4101.32,21765.016
2012-04-26,7681.033,4832.33,966.466,1536.207,2746.986,1645.6,1240.92,1978.16,17763.021,4864.68,22627.701
2012-04-27,7723.725,4859.201,971.84,1544.745,2762.246,1352.8,1014.42,1667.8,17861.757,4035.02,21896.777
2012-04-28,7601.732,4782.42,956.484,1520.346,2718.646,1022.0,758.88,1297.08,17579.628,3077.96,20657.588
2012-04-29,7420.39,4668.328,933.666,1484.078,2653.791,988.8,733.32,1258.56,17160.252,2980.68,20140.932
2012-04-30,4421.284,2781.589,556.318,884.257,1581.155,490.6,350.4,640.76,10224.603,1481.76,11706.363
2012-05-01,6383.453,4015.944,803.189,1276.691,2282.969,1310.8,981.96,1622.0,14762.245,3914.76,18677.005
2012-05-02,6724.989,4230.789,846.158,1344.998,2405.126,1216.8,909.18,1518.04,15552.059,3644.02,19196.079
2012-05-03,7588.475,4774.089,954.818,1517.695,2713.893,578.8,417.78,755.96,17548.969,1752.54,19301.509
2012-05-04,5728.928,3604.305,720.861,1145.786,2048.775,67.0,36.54,63.84,13248.656,167.38,13416.036
2012-05-05,7485.295,4709.358,941.872,1497.059,2676.851,140.0,87.24,159.28,17310.433,386.52,17696.953
2012-05-06,6736.397,4238.211,847.642,1347.279,2409.018,309.6,213.0,395.24,15578.547,917.84,16496.387
2012-05-07,7891.981,4965.123,993.025,1578.396,2822.369,1235.6,923.82,1539.08,18250.894,3698.5,21949.394
2012-05-08,8027.313,5050.199,1010.04,1605.463,2870.812,377.6,264.42,488.88,18563.826,1130.9,19694.726
2012-05-09,7762.286,4883.51,976.702,1552.457,2775.996,409.0,288.18,531.44,17950.952,1228.62,19179.572
2012-05-10,8045.801,5061.804,1012.361,1609.16,2877.447,1718.4,1297.14,2053.0,18606.573,5068.54,23675.113
2012-05-11,8070.444,5077.358,1015.472,1614.089,2886.231,1197.8,894.54,1496.92,18663.592,3589.26,22252.852
2012-05-12,7816.6,4917.687,983.537,1563.32,2795.414,646.2,469.62,842.48,18076.558,1958.3,20034.858
2012-05-13,7808.397,4912.469,982.494,1561.679,2792.526,1821.6,1377.18,2157.96,18057.566,5356.74,23414.306
2012-05-14,6280.542,3951.377,790.275,1256.108,2246.022,235.6,157.44,292.04,14524.325,685.08,15209.405
2012-05-15,7710.127,4850.682,970.136,1542.025,2757.355,1726.8,1303.68,2061.6,17830.325,5092.08,22922.405
2012-05-16,7925.217,4985.986,997.197,1585.043,2834.288,1045.8,777.18,1324.48,18327.732,3147.46,21475.192
2012-05-17,7850.41,4939.058,987.812,1570.082,2807.432,676.6,492.9,880.84,18154.795,2050.34,20205.135
2012-05-18,7552.372,4751.557,950.311,1510.474,2700.843,1088.6,810.24,1373.56,17465.558,3272.4,20737.958
2012-05-19,7909.88,4976.306,995.261,1581.976,2828.835,1739.4,1313.46,2074.48,18292.259,5127.34,23419.599
2012-05-20,7986.798,5024.635,1004.927,1597.36,2856.387,1837.8,1389.72,2174.16,18470.107,5401.68,23871.787
2012-05-21,8037.728,5056.717,1011.343,1607.546,2874.564,1865.8,1411.32,2202.2,18587.899,5479.32,24067.219
2012-05-22,6627.285,4169.522,833.904,1325.457,2370.035,904.0,667.92,1158.72,15326.203,2730.64,18056.843
2012-05-23,7403.577,4658.103,931.621,1480.715,2647.515,1117.0,832.26,1406.04,17121.532,3355.3,20476.832
2012-05-24,7492.257,4713.709,942.742,1498.451,2679.362,1797.2,1358.28,2133.32,17326.521,5288.8,22615.321
2012-05-25,6623.192,4166.979,833.396,1324.638,2368.543,1102.8,821.22,1389.8,15316.748,3313.82,18630.568
2012-05-26,5398.358,3396.432,679.286,1079.672,1930.484,1249.8,934.74,1554.76,12484.232,3739.3,16223.532
2012-05-27,3343.299,2103.464,420.693,668.66,1195.581,1140.8,850.56,1432.96,7731.697,3424.32,11156.017
2012-05-28,7350.58,4624.77,924.954,1470.116,2628.55,7.6,2.16,3.04,16998.971,12.8,17011.771
2012-05-29,7148.91,4497.864,899.573,1429.782,2556.448,1017.4,755.22,1291.6,16532.576,3064.22,19596.796
2012-05-30,7577.175,4767.116,953.423,1515.435,2709.754,2296.6,1745.22,2617.52,17522.904,6659.34,24182.244
2012-05-31,7755.018,4879.07,975.814,1551.004,2773.304,1557.8,1173.0,1886.68,17934.21,4617.48,22551.69
2012-06-01,7911.813,4977.832,995.566,1582.363,2829.279,951.0,704.16,1214.28,18296.853,2869.44,21166.293
2012-06-02,7834.425,4929.241,985.848,1566.885,2801.538,1150.4,857.94,1443.68,18117.937,3452.02,21569.957
2012-06-03,7804.217,4910.228,982.046,1560.843,2790.73,729.8,533.7,947.08,18048.064,2210.58,20258.644
2012-06-04,7741.488,4870.598,974.12,1548.298,2768.436,2407.8,1831.5,2718.72,17902.939,6958.02,24860.959
2012-06-05,8370.598,5266.248,1053.25,1674.12,2993.522,2325.6,1767.78,2644.32,19357.737,6737.7,26095.437
2012-06-06,8268.787,5202.242,1040.448,1653.757,2957.078,1825.8,1380.36,2162.04,19122.313,5368.2,24490.513
2012-06-07,8116.513,5106.585,1021.317,1623.303,2902.518,1178.8,879.9,1475.72,18770.235,3534.42,22304.655
2012-06-08,8102.119,5097.504,1019.501,1620.424,2897.378,518.0,371.28,676.84,18736.926,1566.12,20303.046
2012-06-09,8111.072,5103.116,1020.623,1622.214,2900.604,815.8,600.0,1052.8,18757.629,2468.6,21226.229
2012-06-10,7985.493,5024.198,1004.84,1597.099,2855.626,738.6,540.6,958.2,18467.255,2237.4,20704.655
2012-06-11,8012.401,5041.103,1008.221,1602.48,2865.265,1718.4,1297.14,2053.0,18529.471,5068.54,23598.011
2012-06-12,8039.89,5058.343,1011.669,1607.978,2875.136,1992.6,1509.6,2327.76,18593.016,5829.96,24422.976
2012-06-13,7980.842,5021.17,1004.234,1596.168,2854.036,1751.8,1323.12,2087.24,18456.451,5162.16,23618.611
2012-06-14,7689.447,4837.879,967.576,1537.889,2749.795,1692.8,1277.46,2026.88,17782.586,4997.14,22779.726
2012-06-15,7893.582,4966.328,993.266,1578.716,2822.786,262.8,177.72,329.92,18254.678,770.44,19025.118
2012-06-16,7995.168,5030.362,1006.072,1599.034,2859.024,306.6,210.66,391.0,18489.659,908.26,19397.919
2012-06-17,7812.339,4915.401,983.08,1562.468,2793.594,951.0,704.16,1214.28,18066.883,2869.44,20936.323
2012-06-18,7719.593,4857.01,971.402,1543.919,2760.454,1772.6,1339.2,2108.32,17852.378,5220.12,23072.498
2012-06-19,7716.264,4854.851,970.97,1543.253,2759.32,1981.4,1500.9,2316.8,17844.658,5799.1,23643.758
2012-06-20,7888.124,4962.914,992.583,1577.625,2820.824,1768.4,1336.02,2104.12,18242.07,5208.54,23450.61
2012-06-21,7942.646,4997.276,999.455,1588.529,2840.275,128.6,79.14,143.88,18368.182,351.62,18719.802
2012-06-22,7796.996,4905.646,981.129,1559.399,2788.179,347.6,241.68,447.72,18031.35,1037.0,19068.35
2012-06-23,7674.839,4828.876,965.775,1534.968,2744.434,138.0,85.86,156.64,17748.892,380.5,18129.392
2012-06-24,7774.503,4891.534,978.307,1554.901,2780.107,1112.4,828.6,1400.64,17979.352,3341.64,21320.992
2012-06-25,7980.939,5021.281,1004.256,1596.188,2854.031,1499.6,1127.94,1825.28,18456.695,4452.82,22909.515
2012-06-26,7840.697,4933.124,986.625,1568.139,2803.822,1343.6,1007.22,1657.68,18132.407,4008.5,22140.907
2012-06-27,7952.678,5003.56,1000.712,1590.536,2843.886,1667.2,1257.6,2000.48,18391.371,4925.28,23316.651
2012-06-28,8019.861,5045.799,1009.16,1603.972,2867.933,1751.8,1323.12,2087.24,18546.725,5162.16,23708.885
2012-06-29,7844.102,4935.235,987.047,1568.82,2805.072,960.6,711.42,1225.36,18140.276,2897.38,21037.656
2012-06-30,7565.534,4759.973,951.995,1513.107,2705.445,558.2,402.06,729.36,17496.052,1689.62,19185.672
2012-07-01,7498.758,4717.999,943.6,1499.752,2681.544,502.2,359.28,656.16,17341.652,1517.64,18859.292
2012-07-02,7518.572,4730.481,946.096,1503.714,2688.607,1235.6,923.82,1539.08,17387.47,3698.5,21085.97
2012-07-03,7935.579,4992.762,998.552,1587.116,2837.798,1371.4,1028.82,1687.96,18351.807,4088.18,22439.987
2012-07-04,8035.597,5055.643,1011.129,1607.119,2873.599,1701.4,1284.06,2035.64,18583.087,5021.1,23604.187
2012-07-05,8091.857,5090.991,1018.198,1618.371,2893.76,1399.2,1050.24,1717.92,18713.177,4167.36,22880.537
2012-07-06,7942.003,4996.78,999.356,1588.401,2840.108,1155.0,861.6,1449.04,18366.648,3465.64,21832.288
2012-07-07,7682.692,4833.653,966.731,1536.538,2747.371,1287.4,963.84,1596.28,17766.985,3847.52,21614.505
2012-07-08,7890.602,4964.427,992.885,1578.12,2821.741,1726.8,1303.68,2061.6,18247.775,5092.08,23339.855
2012-07-09,7771.587,4889.567,977.913,1554.317,2779.171,941.6,696.9,1203.2,17972.556,2841.7,20814.256
2012-07-10,7634.297,4803.314,960.663,1526.859,2729.979,56.4,29.52,50.96,17655.112,136.88,17791.992
2012-07-11,7621.554,4795.277,959.055,1524.311,2725.436,1197.8,894.54,1496.92,17625.633,3589.26,21214.893
2012-07-12,7547.275,4748.513,949.703,1509.455,2698.897,1504.2,1131.42,1830.04,17453.842,4465.66,21919.502
2012-07-13,7450.336,4687.638,937.528,1490.067,2664.142,96.4,56.46,101.08,17229.71,253.94,17483.65
2012-07-14,7486.279,4710.291,942.058,1497.256,2676.971,186.4,121.08,223.36,17312.855,530.84,17843.695
2012-07-15,7481.497,4707.269,941.454,1496.299,2675.272,770.2,564.84,997.08,17301.791,2332.12,19633.911
2012-07-16,7518.759,4730.709,946.142,1503.752,2688.595,1202.6,898.2,1502.24,17387.956,3603.04,20990.996
2012-07-17,7516.242,4729.105,945.821,1503.248,2687.708,1371.4,1028.82,1687.96,17382.124,4088.18,21470.304
2012-07-18,7454.646,4690.364,938.073,1490.929,2665.673,1117.0,832.26,1406.04,17239.685,3355.3,20594.985
2012-07-19,7486.489,4710.415,942.083,1497.298,2677.048,1264.0,945.66,1570.4,17313.334,3780.06,21093.394
2012-07-20,7498.804,4718.157,943.631,1499.761,2681.458,1909.0,1444.8,2245.24,17341.811,5599.04,22940.851
2012-07-21,7642.209,4808.293,961.659,1528.442,2732.806,2242.0,1702.92,2566.8,17673.409,6511.72,24185.129
2012-07-22,7619.917,4794.191,958.838,1523.983,2724.893,1869.8,1414.44,2206.16,17621.822,5490.4,23112.222
2012-07-23,7435.332,4678.151,935.63,1487.066,2658.807,871.4,642.72,1119.76,17194.986,2633.88,19828.866
2012-07-24,7182.099,4518.914,903.783,1436.42,2568.194,1684.4,1270.86,2018.12,16609.41,4973.38,21582.79
2012-07-25,7156.349,4502.671,900.534,1431.27,2559.014,1645.6,1240.92,1978.16,16549.838,4864.68,21414.518
2012-07-26,6994.694,4400.968,880.194,1398.939,2501.203,1920.6,1453.8,2256.8,16175.998,5631.2,21807.198
2012-07-27,7227.334,4547.325,909.465,1445.467,2584.41,1981.4,1500.9,2316.8,16714.001,5799.1,22513.101
2012-07-28,7175.521,4514.648,902.93,1435.104,2565.935,2181.4,1655.88,2509.72,16594.138,6347.0,22941.138
2012-07-29,7459.469,4693.245,938.649,1491.894,2667.519,2131.4,1617.12,2462.12,17250.775,6210.64,23461.415
2012-07-30,7682.479,4833.564,966.713,1536.496,2747.258,927.6,686.04,1186.52,17766.51,2800.16,20566.67
2012-07-31,7352.118,4625.882,925.176,1470.424,2628.995,121.4,73.98,134.12,17002.595,329.5,17332.095
2012-08-01,7293.887,4589.268,917.854,1458.777,2608.147,6.6,1.8,2.48,16867.933,10.88,16878.813
2012-08-02,7120.04,4479.797,895.959,1424.008,2546.054,1588.8,1196.94,1919.12,16465.859,4704.86,21170.719
2012-08-03,7197.554,4528.557,905.711,1439.511,2573.779,2415.6,1837.5,2725.68,16645.113,6978.78,23623.893
2012-08-04,7530.976,4738.267,947.653,1506.195,2693.06,2455.6,1868.64,2761.32,17416.151,7085.56,24501.711
2012-08-05,7616.338,4791.914,958.383,1523.268,2723.627,2210.4,1678.44,2537.2,17613.529,6426.04,24039.569
2012-08-06,7520.243,4731.514,946.303,1504.049,2689.218,1575.6,1186.74,1905.28,17391.327,4667.62,22058.947
2012-08-07,7263.484,4570.001,914.0,1452.697,2597.375,360.8,251.64,465.8,16797.556,1078.24,17875.796
2012-08-08,7223.975,4545.215,909.043,1444.795,2583.203,39.2,18.72,31.36,16706.231,89.28,16795.511
2012-08-09,7269.269,4573.739,914.748,1453.854,2599.374,467.6,332.88,610.28,16810.983,1410.76,18221.743
2012-08-10,7138.121,4491.217,898.243,1427.624,2552.477,866.8,639.18,1114.16,16507.682,2620.14,19127.822
2012-08-11,7247.166,4559.786,911.957,1449.433,2591.507,927.6,686.04,1186.52,16759.849,2800.16,19560.009
2012-08-12,7295.223,4590.051,918.01,1459.045,2608.671,761.2,557.88,985.96,16870.999,2305.04,19176.039
2012-08-13,7439.266,4680.667,936.133,1487.853,2660.188,550.0,395.82,718.76,17204.107,1664.58,18868.687
2012-08-14,7217.355,4541.065,908.213,1443.471,2580.821,1102.8,821.22,1389.8,16690.924,3313.82,20004.744
2012-08-15,7152.544,4500.169,900.034,1430.509,2557.735,1996.4,1512.48,2331.4,16540.99,5840.28,22381.27
